ImageName,FilterName,VariantName,ProcessingTime_ms,Success
buildings56,Sobel Y,Raw Array,3.000,true
buildings57,Sobel Y,Raw Array,3.000,true
buildings58,Sobel Y,Raw Array,3.000,true
buildings59,Sobel Y,Raw Array,3.000,true
buildings60,Sobel Y,Raw Array,4.000,true
buildings61,Sobel Y,Raw Array,3.000,true
buildings62,Sobel Y,Raw Array,3.000,true
buildings63,Sobel Y,Raw Array,3.000,true
buildings64,Sobel Y,Raw Array,3.000,true
buildings65,Sobel Y,Raw Array,3.000,true
buildings66,Sobel Y,Raw Array,3.000,true
buildings67,Sobel Y,Raw Array,3.000,true
buildings68,Sobel Y,Raw Array,3.000,true
buildings69,Sobel Y,Raw Array,2.000,true
buildings70,Sobel Y,Raw Array,3.000,true
buildings71,Sobel Y,Raw Array,4.000,true
buildings72,Sobel Y,Raw Array,3.000,true
buildings73,Sobel Y,Raw Array,3.000,true
buildings74,Sobel Y,Raw Array,2.000,true
buildings75,Sobel Y,Raw Array,3.000,true
buildings76,Sobel Y,Raw Array,2.000,true
buildings77,Sobel Y,Raw Array,2.000,true
buildings78,Sobel Y,Raw Array,2.000,true
buildings79,Sobel Y,Raw Array,2.000,true
buildings80,Sobel Y,Raw Array,3.000,true
buildings81,Sobel Y,Raw Array,3.000,true
buildings82,Sobel Y,Raw Array,3.000,true
buildings83,Sobel Y,Raw Array,3.000,true
buildings84,Sobel Y,Raw Array,3.000,true
buildings85,Sobel Y,Raw Array,3.000,true
buildings86,Sobel Y,Raw Array,3.000,true
buildings87,Sobel Y,Raw Array,3.000,true
buildings88,Sobel Y,Raw Array,3.000,true
buildings89,Sobel Y,Raw Array,3.000,true
buildings90,Sobel Y,Raw Array,3.000,true
buildings91,Sobel Y,Raw Array,2.000,true
buildings92,Sobel Y,Raw Array,3.000,true
buildings93,Sobel Y,Raw Array,3.000,true
buildings94,Sobel Y,Raw Array,3.000,true
buildings95,Sobel Y,Raw Array,3.000,true
buildings96,Sobel Y,Raw Array,3.000,true
buildings97,Sobel Y,Raw Array,3.000,true
buildings98,Sobel Y,Raw Array,3.000,true
buildings99,Sobel Y,Raw Array,3.000,true
buildings00,Sobel Magnitude,Standard,27.000,true
buildings01,Sobel Magnitude,Standard,14.000,true
buildings02,Sobel Magnitude,Standard,12.000,true
buildings03,Sobel Magnitude,Standard,12.000,true
buildings04,Sobel Magnitude,Standard,13.000,true
buildings05,Sobel Magnitude,Standard,12.000,true
buildings06,Sobel Magnitude,Standard,12.000,true
buildings07,Sobel Magnitude,Standard,13.000,true
buildings08,Sobel Magnitude,Standard,12.000,true
buildings09,Sobel Magnitude,Standard,13.000,true
buildings10,Sobel Magnitude,Standard,15.000,true
buildings11,Sobel Magnitude,Standard,13.000,true
buildings12,Sobel Magnitude,Standard,13.000,true
buildings13,Sobel Magnitude,Standard,12.000,true
buildings14,Sobel Magnitude,Standard,12.000,true
buildings15,Sobel Magnitude,Standard,12.000,true
buildings16,Sobel Magnitude,Standard,14.000,true
buildings17,Sobel Magnitude,Standard,13.000,true
buildings18,Sobel Magnitude,Standard,12.000,true
buildings19,Sobel Magnitude,Standard,13.000,true
buildings20,Sobel Magnitude,Standard,15.000,true
buildings21,Sobel Magnitude,Standard,13.000,true
buildings22,Sobel Magnitude,Standard,20.000,true
buildings23,Sobel Magnitude,Standard,13.000,true
buildings24,Sobel Magnitude,Standard,14.000,true
buildings25,Sobel Magnitude,Standard,13.000,true
buildings26,Sobel Magnitude,Standard,12.000,true
buildings27,Sobel Magnitude,Standard,13.000,true
buildings28,Sobel Magnitude,Standard,15.000,true
buildings29,Sobel Magnitude,Standard,17.000,true
buildings30,Sobel Magnitude,Standard,14.000,true
buildings31,Sobel Magnitude,Standard,12.000,true
buildings32,Sobel Magnitude,Standard,13.000,true
buildings33,Sobel Magnitude,Standard,12.000,true
buildings34,Sobel Magnitude,Standard,12.000,true
buildings35,Sobel Magnitude,Standard,13.000,true
buildings36,Sobel Magnitude,Standard,13.000,true
buildings37,Sobel Magnitude,Standard,13.000,true
buildings38,Sobel Magnitude,Standard,14.000,true
buildings39,Sobel Magnitude,Standard,13.000,true
buildings40,Sobel Magnitude,Standard,13.000,true
buildings41,Sobel Magnitude,Standard,14.000,true
buildings42,Sobel Magnitude,Standard,12.000,true
buildings43,Sobel Magnitude,Standard,15.000,true
buildings44,Sobel Magnitude,Standard,13.000,true
buildings45,Sobel Magnitude,Standard,19.000,true
buildings46,Sobel Magnitude,Standard,13.000,true
buildings47,Sobel Magnitude,Standard,16.000,true
buildings48,Sobel Magnitude,Standard,12.000,true
buildings49,Sobel Magnitude,Standard,16.000,true
buildings50,Sobel Magnitude,Standard,14.000,true
buildings51,Sobel Magnitude,Standard,18.000,true
buildings52,Sobel Magnitude,Standard,12.000,true
buildings53,Sobel Magnitude,Standard,13.000,true
buildings54,Sobel Magnitude,Standard,19.000,true
buildings55,Sobel Magnitude,Standard,17.000,true
buildings56,Sobel Magnitude,Standard,21.000,true
buildings57,Sobel Magnitude,Standard,14.000,true
buildings58,Sobel Magnitude,Standard,18.000,true
buildings59,Sobel Magnitude,Standard,13.000,true
buildings60,Sobel Magnitude,Standard,20.000,true
buildings61,Sobel Magnitude,Standard,16.000,true
buildings62,Sobel Magnitude,Standard,13.000,true
buildings63,Sobel Magnitude,Standard,14.000,true
buildings64,Sobel Magnitude,Standard,13.000,true
buildings65,Sobel Magnitude,Standard,19.000,true
buildings66,Sobel Magnitude,Standard,16.000,true
buildings67,Sobel Magnitude,Standard,13.000,true
buildings68,Sobel Magnitude,Standard,14.000,true
buildings69,Sobel Magnitude,Standard,14.000,true
buildings70,Sobel Magnitude,Standard,13.000,true
buildings71,Sobel Magnitude,Standard,14.000,true
buildings72,Sobel Magnitude,Standard,17.000,true
buildings73,Sobel Magnitude,Standard,12.000,true
buildings74,Sobel Magnitude,Standard,17.000,true
buildings75,Sobel Magnitude,Standard,20.000,true
buildings76,Sobel Magnitude,Standard,12.000,true
buildings77,Sobel Magnitude,Standard,13.000,true
buildings78,Sobel Magnitude,Standard,13.000,true
buildings79,Sobel Magnitude,Standard,13.000,true
buildings80,Sobel Magnitude,Standard,15.000,true
buildings81,Sobel Magnitude,Standard,12.000,true
buildings82,Sobel Magnitude,Standard,13.000,true
buildings83,Sobel Magnitude,Standard,14.000,true
buildings84,Sobel Magnitude,Standard,15.000,true
buildings85,Sobel Magnitude,Standard,15.000,true
buildings86,Sobel Magnitude,Standard,18.000,true
buildings87,Sobel Magnitude,Standard,16.000,true
buildings88,Sobel Magnitude,Standard,20.000,true
buildings89,Sobel Magnitude,Standard,14.000,true
buildings90,Sobel Magnitude,Standard,13.000,true
buildings91,Sobel Magnitude,Standard,12.000,true
buildings92,Sobel Magnitude,Standard,13.000,true
buildings93,Sobel Magnitude,Standard,13.000,true
buildings94,Sobel Magnitude,Standard,16.000,true
buildings95,Sobel Magnitude,Standard,13.000,true
buildings96,Sobel Magnitude,Standard,19.000,true
buildings97,Sobel Magnitude,Standard,13.000,true
buildings98,Sobel Magnitude,Standard,12.000,true
buildings99,Sobel Magnitude,Standard,13.000,true
buildings00,Sobel Magnitude,Balanced,16.000,true
buildings01,Sobel Magnitude,Balanced,13.000,true
buildings02,Sobel Magnitude,Balanced,14.000,true
buildings03,Sobel Magnitude,Balanced,14.000,true
buildings04,Sobel Magnitude,Balanced,13.000,true
buildings05,Sobel Magnitude,Balanced,15.000,true
buildings06,Sobel Magnitude,Balanced,12.000,true
buildings07,Sobel Magnitude,Balanced,12.000,true
buildings08,Sobel Magnitude,Balanced,23.000,true
buildings09,Sobel Magnitude,Balanced,12.000,true
buildings10,Sobel Magnitude,Balanced,12.000,true
buildings11,Sobel Magnitude,Balanced,14.000,true
buildings12,Sobel Magnitude,Balanced,19.000,true
buildings13,Sobel Magnitude,Balanced,19.000,true
buildings14,Sobel Magnitude,Balanced,12.000,true
buildings15,Sobel Magnitude,Balanced,20.000,true
buildings16,Sobel Magnitude,Balanced,19.000,true
buildings17,Sobel Magnitude,Balanced,13.000,true
buildings18,Sobel Magnitude,Balanced,12.000,true
buildings19,Sobel Magnitude,Balanced,12.000,true
buildings20,Sobel Magnitude,Balanced,14.000,true
buildings21,Sobel Magnitude,Balanced,19.000,true
buildings22,Sobel Magnitude,Balanced,14.000,true
buildings23,Sobel Magnitude,Balanced,13.000,true
buildings24,Sobel Magnitude,Balanced,13.000,true
buildings25,Sobel Magnitude,Balanced,17.000,true
buildings26,Sobel Magnitude,Balanced,12.000,true
buildings27,Sobel Magnitude,Balanced,12.000,true
buildings28,Sobel Magnitude,Balanced,13.000,true
buildings29,Sobel Magnitude,Balanced,15.000,true
buildings30,Sobel Magnitude,Balanced,13.000,true
buildings31,Sobel Magnitude,Balanced,13.000,true
buildings32,Sobel Magnitude,Balanced,14.000,true
buildings33,Sobel Magnitude,Balanced,13.000,true
buildings34,Sobel Magnitude,Balanced,12.000,true
buildings35,Sobel Magnitude,Balanced,14.000,true
buildings36,Sobel Magnitude,Balanced,13.000,true
buildings37,Sobel Magnitude,Balanced,14.000,true
buildings38,Sobel Magnitude,Balanced,14.000,true
buildings39,Sobel Magnitude,Balanced,12.000,true
buildings40,Sobel Magnitude,Balanced,17.000,true
buildings41,Sobel Magnitude,Balanced,12.000,true
buildings42,Sobel Magnitude,Balanced,14.000,true
buildings43,Sobel Magnitude,Balanced,16.000,true
buildings44,Sobel Magnitude,Balanced,13.000,true
buildings45,Sobel Magnitude,Balanced,19.000,true
buildings46,Sobel Magnitude,Balanced,13.000,true
buildings47,Sobel Magnitude,Balanced,14.000,true
buildings48,Sobel Magnitude,Balanced,14.000,true
buildings49,Sobel Magnitude,Balanced,13.000,true
buildings50,Sobel Magnitude,Balanced,13.000,true
buildings51,Sobel Magnitude,Balanced,14.000,true
buildings52,Sobel Magnitude,Balanced,13.000,true
buildings53,Sobel Magnitude,Balanced,12.000,true
buildings54,Sobel Magnitude,Balanced,13.000,true
buildings55,Sobel Magnitude,Balanced,13.000,true
buildings56,Sobel Magnitude,Balanced,13.000,true
buildings57,Sobel Magnitude,Balanced,12.000,true
buildings58,Sobel Magnitude,Balanced,13.000,true
buildings59,Sobel Magnitude,Balanced,14.000,true
buildings60,Sobel Magnitude,Balanced,12.000,true
buildings61,Sobel Magnitude,Balanced,13.000,true
buildings62,Sobel Magnitude,Balanced,14.000,true
buildings63,Sobel Magnitude,Balanced,13.000,true
buildings64,Sobel Magnitude,Balanced,12.000,true
buildings65,Sobel Magnitude,Balanced,13.000,true
buildings66,Sobel Magnitude,Balanced,11.000,true
buildings67,Sobel Magnitude,Balanced,12.000,true
buildings68,Sobel Magnitude,Balanced,15.000,true
buildings69,Sobel Magnitude,Balanced,14.000,true
buildings70,Sobel Magnitude,Balanced,13.000,true
buildings71,Sobel Magnitude,Balanced,12.000,true
buildings72,Sobel Magnitude,Balanced,13.000,true
buildings73,Sobel Magnitude,Balanced,13.000,true
buildings74,Sobel Magnitude,Balanced,12.000,true
buildings75,Sobel Magnitude,Balanced,14.000,true
buildings76,Sobel Magnitude,Balanced,13.000,true
buildings77,Sobel Magnitude,Balanced,12.000,true
buildings78,Sobel Magnitude,Balanced,13.000,true
buildings79,Sobel Magnitude,Balanced,13.000,true
buildings80,Sobel Magnitude,Balanced,12.000,true
buildings81,Sobel Magnitude,Balanced,17.000,true
buildings82,Sobel Magnitude,Balanced,12.000,true
buildings83,Sobel Magnitude,Balanced,20.000,true
buildings84,Sobel Magnitude,Balanced,19.000,true
buildings85,Sobel Magnitude,Balanced,14.000,true
buildings86,Sobel Magnitude,Balanced,18.000,true
buildings87,Sobel Magnitude,Balanced,22.000,true
buildings88,Sobel Magnitude,Balanced,15.000,true
buildings89,Sobel Magnitude,Balanced,16.000,true
buildings90,Sobel Magnitude,Balanced,12.000,true
buildings91,Sobel Magnitude,Balanced,12.000,true
buildings92,Sobel Magnitude,Balanced,13.000,true
buildings93,Sobel Magnitude,Balanced,15.000,true
buildings94,Sobel Magnitude,Balanced,13.000,true
buildings95,Sobel Magnitude,Balanced,14.000,true
buildings96,Sobel Magnitude,Balanced,12.000,true
buildings97,Sobel Magnitude,Balanced,12.000,true
buildings98,Sobel Magnitude,Balanced,12.000,true
buildings99,Sobel Magnitude,Balanced,12.000,true
buildings00,Sobel Magnitude,Cache Optimized,13.000,true
buildings01,Sobel Magnitude,Cache Optimized,13.000,true
buildings02,Sobel Magnitude,Cache Optimized,14.000,true
buildings03,Sobel Magnitude,Cache Optimized,12.000,true
buildings04,Sobel Magnitude,Cache Optimized,13.000,true
buildings05,Sobel Magnitude,Cache Optimized,13.000,true
buildings06,Sobel Magnitude,Cache Optimized,12.000,true
buildings07,Sobel Magnitude,Cache Optimized,12.000,true
buildings08,Sobel Magnitude,Cache Optimized,12.000,true
buildings09,Sobel Magnitude,Cache Optimized,12.000,true
buildings10,Sobel Magnitude,Cache Optimized,13.000,true
buildings11,Sobel Magnitude,Cache Optimized,13.000,true
buildings12,Sobel Magnitude,Cache Optimized,13.000,true
buildings13,Sobel Magnitude,Cache Optimized,13.000,true
buildings14,Sobel Magnitude,Cache Optimized,12.000,true
buildings15,Sobel Magnitude,Cache Optimized,13.000,true
buildings16,Sobel Magnitude,Cache Optimized,13.000,true
buildings17,Sobel Magnitude,Cache Optimized,11.000,true
buildings18,Sobel Magnitude,Cache Optimized,14.000,true
buildings19,Sobel Magnitude,Cache Optimized,13.000,true
buildings20,Sobel Magnitude,Cache Optimized,14.000,true
buildings21,Sobel Magnitude,Cache Optimized,12.000,true
buildings22,Sobel Magnitude,Cache Optimized,12.000,true
buildings23,Sobel Magnitude,Cache Optimized,14.000,true
buildings24,Sobel Magnitude,Cache Optimized,14.000,true
buildings25,Sobel Magnitude,Cache Optimized,13.000,true
buildings26,Sobel Magnitude,Cache Optimized,13.000,true
buildings27,Sobel Magnitude,Cache Optimized,13.000,true
buildings28,Sobel Magnitude,Cache Optimized,14.000,true
buildings29,Sobel Magnitude,Cache Optimized,13.000,true
buildings30,Sobel Magnitude,Cache Optimized,13.000,true
buildings31,Sobel Magnitude,Cache Optimized,14.000,true
buildings32,Sobel Magnitude,Cache Optimized,13.000,true
buildings33,Sobel Magnitude,Cache Optimized,12.000,true
buildings34,Sobel Magnitude,Cache Optimized,12.000,true
buildings35,Sobel Magnitude,Cache Optimized,13.000,true
buildings36,Sobel Magnitude,Cache Optimized,14.000,true
buildings37,Sobel Magnitude,Cache Optimized,12.000,true
buildings38,Sobel Magnitude,Cache Optimized,13.000,true
buildings39,Sobel Magnitude,Cache Optimized,12.000,true
buildings40,Sobel Magnitude,Cache Optimized,12.000,true
buildings41,Sobel Magnitude,Cache Optimized,13.000,true
buildings42,Sobel Magnitude,Cache Optimized,13.000,true
buildings43,Sobel Magnitude,Cache Optimized,15.000,true
buildings44,Sobel Magnitude,Cache Optimized,15.000,true
buildings45,Sobel Magnitude,Cache Optimized,11.000,true
buildings46,Sobel Magnitude,Cache Optimized,11.000,true
buildings47,Sobel Magnitude,Cache Optimized,12.000,true
buildings48,Sobel Magnitude,Cache Optimized,13.000,true
buildings49,Sobel Magnitude,Cache Optimized,13.000,true
buildings50,Sobel Magnitude,Cache Optimized,12.000,true
buildings51,Sobel Magnitude,Cache Optimized,12.000,true
buildings52,Sobel Magnitude,Cache Optimized,13.000,true
buildings53,Sobel Magnitude,Cache Optimized,12.000,true
buildings54,Sobel Magnitude,Cache Optimized,22.000,true
buildings55,Sobel Magnitude,Cache Optimized,14.000,true
buildings56,Sobel Magnitude,Cache Optimized,14.000,true
buildings57,Sobel Magnitude,Cache Optimized,17.000,true
buildings58,Sobel Magnitude,Cache Optimized,20.000,true
buildings59,Sobel Magnitude,Cache Optimized,20.000,true
buildings60,Sobel Magnitude,Cache Optimized,15.000,true
buildings61,Sobel Magnitude,Cache Optimized,13.000,true
buildings62,Sobel Magnitude,Cache Optimized,24.000,true
buildings63,Sobel Magnitude,Cache Optimized,12.000,true
buildings64,Sobel Magnitude,Cache Optimized,11.000,true
buildings65,Sobel Magnitude,Cache Optimized,17.000,true
buildings66,Sobel Magnitude,Cache Optimized,12.000,true
buildings67,Sobel Magnitude,Cache Optimized,12.000,true
buildings68,Sobel Magnitude,Cache Optimized,13.000,true
buildings69,Sobel Magnitude,Cache Optimized,13.000,true
buildings70,Sobel Magnitude,Cache Optimized,13.000,true
buildings71,Sobel Magnitude,Cache Optimized,13.000,true
buildings72,Sobel Magnitude,Cache Optimized,11.000,true
buildings73,Sobel Magnitude,Cache Optimized,13.000,true
buildings74,Sobel Magnitude,Cache Optimized,13.000,true
buildings75,Sobel Magnitude,Cache Optimized,13.000,true
buildings76,Sobel Magnitude,Cache Optimized,13.000,true
buildings77,Sobel Magnitude,Cache Optimized,12.000,true
buildings78,Sobel Magnitude,Cache Optimized,14.000,true
buildings79,Sobel Magnitude,Cache Optimized,13.000,true
buildings80,Sobel Magnitude,Cache Optimized,14.000,true
buildings81,Sobel Magnitude,Cache Optimized,12.000,true
buildings82,Sobel Magnitude,Cache Optimized,15.000,true
buildings83,Sobel Magnitude,Cache Optimized,14.000,true
buildings84,Sobel Magnitude,Cache Optimized,15.000,true
buildings85,Sobel Magnitude,Cache Optimized,12.000,true
buildings86,Sobel Magnitude,Cache Optimized,13.000,true
buildings87,Sobel Magnitude,Cache Optimized,12.000,true
buildings88,Sobel Magnitude,Cache Optimized,14.000,true
buildings89,Sobel Magnitude,Cache Optimized,13.000,true
buildings90,Sobel Magnitude,Cache Optimized,13.000,true
buildings91,Sobel Magnitude,Cache Optimized,13.000,true
buildings92,Sobel Magnitude,Cache Optimized,13.000,true
buildings93,Sobel Magnitude,Cache Optimized,12.000,true
buildings94,Sobel Magnitude,Cache Optimized,12.000,true
buildings95,Sobel Magnitude,Cache Optimized,13.000,true
buildings96,Sobel Magnitude,Cache Optimized,12.000,true
buildings97,Sobel Magnitude,Cache Optimized,12.000,true
buildings98,Sobel Magnitude,Cache Optimized,12.000,true
buildings99,Sobel Magnitude,Cache Optimized,13.000,true
buildings00,Sobel Magnitude,Raw Array,13.000,true
buildings01,Sobel Magnitude,Raw Array,12.000,true
buildings02,Sobel Magnitude,Raw Array,13.000,true
buildings03,Sobel Magnitude,Raw Array,13.000,true
buildings04,Sobel Magnitude,Raw Array,12.000,true
buildings05,Sobel Magnitude,Raw Array,12.000,true
buildings06,Sobel Magnitude,Raw Array,13.000,true
buildings07,Sobel Magnitude,Raw Array,12.000,true
buildings08,Sobel Magnitude,Raw Array,12.000,true
buildings09,Sobel Magnitude,Raw Array,12.000,true
buildings10,Sobel Magnitude,Raw Array,13.000,true
buildings11,Sobel Magnitude,Raw Array,13.000,true
buildings12,Sobel Magnitude,Raw Array,13.000,true
buildings13,Sobel Magnitude,Raw Array,13.000,true
buildings14,Sobel Magnitude,Raw Array,13.000,true
buildings15,Sobel Magnitude,Raw Array,12.000,true
buildings16,Sobel Magnitude,Raw Array,13.000,true
buildings17,Sobel Magnitude,Raw Array,13.000,true
buildings18,Sobel Magnitude,Raw Array,11.000,true
buildings19,Sobel Magnitude,Raw Array,11.000,true
buildings20,Sobel Magnitude,Raw Array,12.000,true
buildings21,Sobel Magnitude,Raw Array,13.000,true
buildings22,Sobel Magnitude,Raw Array,12.000,true
buildings23,Sobel Magnitude,Raw Array,19.000,true
buildings24,Sobel Magnitude,Raw Array,12.000,true
buildings25,Sobel Magnitude,Raw Array,16.000,true
buildings26,Sobel Magnitude,Raw Array,13.000,true
buildings27,Sobel Magnitude,Raw Array,20.000,true
buildings28,Sobel Magnitude,Raw Array,14.000,true
buildings29,Sobel Magnitude,Raw Array,19.000,true
buildings30,Sobel Magnitude,Raw Array,12.000,true
buildings31,Sobel Magnitude,Raw Array,11.000,true
buildings32,Sobel Magnitude,Raw Array,14.000,true
buildings33,Sobel Magnitude,Raw Array,17.000,true
buildings34,Sobel Magnitude,Raw Array,13.000,true
buildings35,Sobel Magnitude,Raw Array,13.000,true
buildings36,Sobel Magnitude,Raw Array,12.000,true
buildings37,Sobel Magnitude,Raw Array,14.000,true
buildings38,Sobel Magnitude,Raw Array,14.000,true
buildings39,Sobel Magnitude,Raw Array,12.000,true
buildings40,Sobel Magnitude,Raw Array,16.000,true
buildings41,Sobel Magnitude,Raw Array,16.000,true
buildings42,Sobel Magnitude,Raw Array,15.000,true
buildings43,Sobel Magnitude,Raw Array,12.000,true
buildings44,Sobel Magnitude,Raw Array,14.000,true
buildings45,Sobel Magnitude,Raw Array,14.000,true
buildings46,Sobel Magnitude,Raw Array,13.000,true
buildings47,Sobel Magnitude,Raw Array,13.000,true
buildings48,Sobel Magnitude,Raw Array,16.000,true
buildings49,Sobel Magnitude,Raw Array,12.000,true
buildings50,Sobel Magnitude,Raw Array,12.000,true
buildings51,Sobel Magnitude,Raw Array,12.000,true
buildings52,Sobel Magnitude,Raw Array,13.000,true
buildings53,Sobel Magnitude,Raw Array,12.000,true
buildings54,Sobel Magnitude,Raw Array,12.000,true
buildings55,Sobel Magnitude,Raw Array,13.000,true
buildings56,Sobel Magnitude,Raw Array,13.000,true
buildings57,Sobel Magnitude,Raw Array,12.000,true
buildings58,Sobel Magnitude,Raw Array,14.000,true
buildings59,Sobel Magnitude,Raw Array,11.000,true
buildings60,Sobel Magnitude,Raw Array,15.000,true
buildings61,Sobel Magnitude,Raw Array,12.000,true
buildings62,Sobel Magnitude,Raw Array,12.000,true
buildings63,Sobel Magnitude,Raw Array,12.000,true
buildings64,Sobel Magnitude,Raw Array,13.000,true
buildings65,Sobel Magnitude,Raw Array,12.000,true
buildings66,Sobel Magnitude,Raw Array,12.000,true
buildings67,Sobel Magnitude,Raw Array,12.000,true
buildings68,Sobel Magnitude,Raw Array,12.000,true
buildings69,Sobel Magnitude,Raw Array,14.000,true
buildings70,Sobel Magnitude,Raw Array,12.000,true
buildings71,Sobel Magnitude,Raw Array,14.000,true
buildings72,Sobel Magnitude,Raw Array,13.000,true
buildings73,Sobel Magnitude,Raw Array,12.000,true
buildings74,Sobel Magnitude,Raw Array,12.000,true
buildings75,Sobel Magnitude,Raw Array,12.000,true
buildings76,Sobel Magnitude,Raw Array,12.000,true
buildings77,Sobel Magnitude,Raw Array,14.000,true
buildings78,Sobel Magnitude,Raw Array,12.000,true
buildings79,Sobel Magnitude,Raw Array,11.000,true
buildings80,Sobel Magnitude,Raw Array,13.000,true
buildings81,Sobel Magnitude,Raw Array,13.000,true
buildings82,Sobel Magnitude,Raw Array,13.000,true
buildings83,Sobel Magnitude,Raw Array,13.000,true
buildings84,Sobel Magnitude,Raw Array,13.000,true
buildings85,Sobel Magnitude,Raw Array,13.000,true
buildings86,Sobel Magnitude,Raw Array,13.000,true
buildings87,Sobel Magnitude,Raw Array,12.000,true
buildings88,Sobel Magnitude,Raw Array,12.000,true
buildings89,Sobel Magnitude,Raw Array,12.000,true
buildings90,Sobel Magnitude,Raw Array,13.000,true
buildings91,Sobel Magnitude,Raw Array,13.000,true
buildings92,Sobel Magnitude,Raw Array,13.000,true
buildings93,Sobel Magnitude,Raw Array,13.000,true
buildings94,Sobel Magnitude,Raw Array,12.000,true
buildings95,Sobel Magnitude,Raw Array,18.000,true
buildings96,Sobel Magnitude,Raw Array,13.000,true
buildings97,Sobel Magnitude,Raw Array,18.000,true
buildings98,Sobel Magnitude,Raw Array,18.000,true
buildings99,Sobel Magnitude,Raw Array,19.000,true
buildings00,Sharpening,Standard,2.000,true
buildings01,Sharpening,Standard,2.000,true
buildings02,Sharpening,Standard,2.000,true
buildings03,Sharpening,Standard,2.000,true
buildings04,Sharpening,Standard,2.000,true
buildings05,Sharpening,Standard,2.000,true
buildings06,Sharpening,Standard,2.000,true
buildings07,Sharpening,Standard,2.000,true
buildings08,Sharpening,Standard,2.000,true
buildings09,Sharpening,Standard,2.000,true
buildings10,Sharpening,Standard,3.000,true
buildings11,Sharpening,Standard,3.000,true
buildings12,Sharpening,Standard,3.000,true
buildings13,Sharpening,Standard,2.000,true
buildings14,Sharpening,Standard,2.000,true
buildings15,Sharpening,Standard,2.000,true
buildings16,Sharpening,Standard,2.000,true
buildings17,Sharpening,Standard,2.000,true
buildings18,Sharpening,Standard,2.000,true
buildings19,Sharpening,Standard,2.000,true
buildings20,Sharpening,Standard,2.000,true
buildings21,Sharpening,Standard,2.000,true
buildings22,Sharpening,Standard,2.000,true
buildings23,Sharpening,Standard,2.000,true
buildings24,Sharpening,Standard,2.000,true
buildings25,Sharpening,Standard,2.000,true
buildings26,Sharpening,Standard,2.000,true
buildings27,Sharpening,Standard,2.000,true
buildings28,Sharpening,Standard,2.000,true
buildings29,Sharpening,Standard,3.000,true
buildings30,Sharpening,Standard,2.000,true
buildings31,Sharpening,Standard,2.000,true
buildings32,Sharpening,Standard,2.000,true
buildings33,Sharpening,Standard,2.000,true
buildings34,Sharpening,Standard,2.000,true
buildings35,Sharpening,Standard,2.000,true
buildings36,Sharpening,Standard,2.000,true
buildings37,Sharpening,Standard,2.000,true
buildings38,Sharpening,Standard,2.000,true
buildings39,Sharpening,Standard,2.000,true
buildings40,Sharpening,Standard,2.000,true
buildings41,Sharpening,Standard,2.000,true
buildings42,Sharpening,Standard,2.000,true
buildings43,Sharpening,Standard,2.000,true
buildings44,Sharpening,Standard,2.000,true
buildings45,Sharpening,Standard,2.000,true
buildings46,Sharpening,Standard,2.000,true
buildings47,Sharpening,Standard,2.000,true
buildings48,Sharpening,Standard,2.000,true
buildings49,Sharpening,Standard,2.000,true
buildings50,Sharpening,Standard,2.000,true
buildings51,Sharpening,Standard,2.000,true
buildings52,Sharpening,Standard,2.000,true
buildings53,Sharpening,Standard,2.000,true
buildings54,Sharpening,Standard,2.000,true
buildings55,Sharpening,Standard,2.000,true
buildings56,Sharpening,Standard,2.000,true
buildings57,Sharpening,Standard,2.000,true
buildings58,Sharpening,Standard,2.000,true
buildings59,Sharpening,Standard,2.000,true
buildings60,Sharpening,Standard,2.000,true
buildings61,Sharpening,Standard,2.000,true
buildings62,Sharpening,Standard,2.000,true
buildings63,Sharpening,Standard,2.000,true
buildings64,Sharpening,Standard,2.000,true
buildings65,Sharpening,Standard,2.000,true
buildings66,Sharpening,Standard,2.000,true
buildings67,Sharpening,Standard,2.000,true
buildings68,Sharpening,Standard,2.000,true
buildings69,Sharpening,Standard,3.000,true
buildings70,Sharpening,Standard,2.000,true
buildings71,Sharpening,Standard,2.000,true
buildings72,Sharpening,Standard,2.000,true
buildings73,Sharpening,Standard,2.000,true
buildings74,Sharpening,Standard,2.000,true
buildings75,Sharpening,Standard,2.000,true
buildings76,Sharpening,Standard,2.000,true
buildings77,Sharpening,Standard,2.000,true
buildings78,Sharpening,Standard,2.000,true
buildings79,Sharpening,Standard,2.000,true
buildings80,Sharpening,Standard,2.000,true
buildings81,Sharpening,Standard,2.000,true
buildings82,Sharpening,Standard,2.000,true
buildings83,Sharpening,Standard,2.000,true
buildings84,Sharpening,Standard,2.000,true
buildings85,Sharpening,Standard,2.000,true
buildings86,Sharpening,Standard,2.000,true
buildings87,Sharpening,Standard,2.000,true
buildings88,Sharpening,Standard,2.000,true
buildings89,Sharpening,Standard,2.000,true
buildings90,Sharpening,Standard,2.000,true
buildings91,Sharpening,Standard,2.000,true
buildings92,Sharpening,Standard,2.000,true
buildings93,Sharpening,Standard,2.000,true
buildings94,Sharpening,Standard,2.000,true
buildings95,Sharpening,Standard,2.000,true
buildings96,Sharpening,Standard,2.000,true
buildings97,Sharpening,Standard,2.000,true
buildings98,Sharpening,Standard,2.000,true
buildings99,Sharpening,Standard,2.000,true
buildings00,Sharpening,Balanced,1.000,true
buildings01,Sharpening,Balanced,1.000,true
buildings02,Sharpening,Balanced,1.000,true
buildings03,Sharpening,Balanced,1.000,true
buildings04,Sharpening,Balanced,1.000,true
